Country;City;Latitude;Longitude;Time_zone;Elevation
NEW ZEALAND;Auckland;-37.017;174.800;12;0
NEW ZEALAND;Christchurch;-43.483;172.533;12;0
NEW ZEALAND;Wellington;-41.317;174.800;12;0
NICARAGUA;Managua;12.133;-86.167;-6;0
NIGER;Agades;16.967;8.000;1;0
NIGER;Niamey;13.513;2.113;1;270
NIGERIA;Benin City;6.317;5.600;1;460
NIGERIA;Port Harcourt;4.85;7.017;0;0
NIGERIA;Abuja;9.054;7.456;1;627
NIGERIA;Akure;7.267;5.300;1;0
NIGERIA;Bauchi;10.318;9.841;1;0
NIGERIA;Calabar;4.967;8.350;1;0
NIGERIA;Enugu;6.483;7.567;1;0
NIGERIA;Ilorin;8.433;4.500;1;0
NIGERIA;Jos;9.867;8.900;1;0
NIGERIA;Kaduna;10.6;7.433;1;0
NIGERIA;Kano;12.05;8.517;1;0
NIGERIA;Lagos;6.583;3.333;1;0
NIGERIA;Maiduguri;11.85;13.067;1;0
NIGERIA;Sokoto;13;5.250;1;0
NIGERIA;Yola;9.267;12.433;1;0
NORWAY;Akershus;59.892;10.525;1;0
NORWAY;Arendal;58.459;8.767;1;50
NORWAY;Bergen;60.388;5.331;1;200
NORWAY;Bodo;67.279;14.367;1;50
NORWAY;Drammen;59.745;10.213;1;50
NORWAY;Fredrikstad-Sarpsb;59.218;10.930;1;50
NORWAY;Halden;59.126;11.389;1;50
NORWAY;Hamar;60.799;11.056;1;150
NORWAY;Harstad;68.798;16.533;1;75
NORWAY;Haugesund;59.424;5.263;1;50
NORWAY;Kristiansand;58.145;7.998;1;50
NORWAY;Larvik;59.054;10.035;1;100
NORWAY;lesund;63.334;8.459;1;50
NORWAY;Moss;59.428;10.668;1;50
NORWAY;Oslo;59.914;10.738;1;50
NORWAY;Porsgrunn-Skien;59.144;9.650;1;50
NORWAY;Sandefjord;59.131;10.217;1;50
NORWAY;Stavanger;58.964;5.726;1;50
NORWAY;Tonsberg;59.271;10.418;1;50
NORWAY;Troms;69.104;18.059;1;250
NORWAY;Trondheim;63.435;10.399;1;50
OMAN;Jabal Shams;23.216;57.276;4;3000
OMAN;Muscat;23.613;58.593;4;21
OMAN;Salalah;17.033;54.100;4;0
PAKISTAN;Faisalabad;31.367;73.000;5;0
PAKISTAN;Hyderabad;25.317;68.367;5;0
PAKISTAN;Islamabad;33.676;72.995;5;555
PAKISTAN;Karachi;24.9;67.150;5;0
PAKISTAN;Lahore;31.545;74.341;5;0
PAKISTAN;Mohenjodaro;27.333;68.150;5;0
PAKISTAN;Multan;30.2;71.417;5;0
PAKISTAN;Nawabshah;26.217;68.400;5;0
PAKISTAN;Peshawar;34;71.517;5;0
PALAU;Koror;7.367;134.550;10;0
PALESTINE;Al-Khalsah (Qiryat;33.212;35.562;2;55
PALESTINE;Dear Al-Balah;31.425;34.340;2;24
PALESTINE;Jabal Al-Jarmaq;32.999;35.413;2;1017
PALESTINE;Umm Al-Rashrash (E;29.554;34.930;2;278
PALESTINE;Umm Khalid (Natany;32.332;34.851;2;100
PALESTINE;Bait Lahem;31.709;35.202;2;819
PALESTINE;Al-Led War-Ramleh;31.926;34.854;2;754
PALESTINE;Khan Yunis;31.343;34.297;2;485
PALESTINE;Affuleh;32.608;35.276;2;-227
PALESTINE;Akka;32.923;35.088;2;60
PALESTINE;Al-Khalil;31.55;35.108;2;63
PALESTINE;Al-Quds;31.785;35.215;2;788
PALESTINE;Al-Samua;31.391;35.074;2;278
PALESTINE;An-Nasrah;32.71;35.296;2;-105
PALESTINE;Areeha;31.839;35.436;2;15
PALESTINE;Ashdod;31.8;34.700;2;41
PALESTINE;Asqalan;31.661;34.560;2;302
PALESTINE;Beer-Al-Sabea;31.246;34.796;2;1208
PALESTINE;Beesan;32.5;35.489;2;324
PALESTINE;Ghazza;31.524;34.446;2;52
PALESTINE;Haifa;32.8;34.983;2;941
PALESTINE;Jeneen;32.453;35.273;2;75
PALESTINE;Nablus;32.233;35.273;2;79
PALESTINE;Qalqelyah;32.191;34.968;2;884
PALESTINE;Rafah;31.283;34.253;2;811
PALESTINE;Ramallah;31.898;35.201;2;248
PALESTINE;Safad;32.97;35.495;2;123
PALESTINE;Tabareyyah;32.784;35.513;2;146
PALESTINE;Toolkarem;32.314;35.031;2;33
PALESTINE;Ummel-Fahem;32.514;35.158;2;503
PALESTINE;Yafa;32.022;34.756;2;52
PALESTINE;Yatta;31.448;35.088;2;832
PANAMA;Panama City;9.067;-79.383;-5;0
PANAMA;Fort Kobbe;8.917;-79.600;-5;0
PARAGUAY;Asuncion;-25.233;-57.517;-4;0
PERU;Arequipa;-16.333;-71.550;-5;0
PERU;Chiclayo;-6.783;-79.833;-5;0
PERU;Cuzco;-13.533;-71.967;-5;0
PERU;Iquitos;-3.75;-73.200;-5;0
PERU;Lima;-12.033;-77.117;-5;0
PERU;Piura;-5.2;-80.617;-5;0
PERU;Pucallpa;-8.333;-74.633;-5;0
PERU;Tacna;-18.067;-70.283;-5;0
PERU;Talara;-4.567;-81.250;-5;0
PERU;Trujillo;-8.083;-79.117;-5;0
PHILIPPINES;Luzon Island;14.8;120.267;8;0
PHILIPPINES;Mactan Island;10.317;123.983;8;0
PHILIPPINES;Cagayan;8.417;124.617;8;0
PHILIPPINES;Davao;7.133;125.650;8;0
PHILIPPINES;Iloilo;10.717;122.550;8;0
PHILIPPINES;Manila;14.517;121.017;8;0
PHILIPPINES;Marawi;8.019;124.292;8;0
POLAND;Bialystok;53.133;23.169;1;150
POLAND;Bydgoszcz;53.124;18.008;1;100
POLAND;Bytom;50.348;18.916;1;300
POLAND;Czestochowa;50.818;19.119;1;250
POLAND;Gdansk;54.352;18.647;1;50
POLAND;Gdynia;54.519;18.531;1;50
POLAND;Gliwice;50.294;18.671;1;300
POLAND;Katowice;50.265;19.024;1;300
POLAND;Kielce;50.866;20.629;1;300
POLAND;Krakow;50.064;19.946;1;300
POLAND;Lodz;51.759;19.456;1;250
POLAND;Lublin;51.247;22.569;1;200
POLAND;Poznan;52.407;16.926;1;100
POLAND;Radom;51.403;21.147;1;200
POLAND;Sosnowiec;50.286;19.104;1;300
POLAND;Szczecin;53.428;14.553;1;50
POLAND;Torun;53.014;18.598;1;100
POLAND;Warsaw;52.229;21.011;1;100
POLAND;Wroclaw;51.108;17.039;1;150
POLAND;Zabrze;50.307;18.778;1;250
PORTUGAL;Faro;37.017;-7.967;0;0
PORTUGAL;Lisbon;38.783;-9.133;1;0
PORTUGAL;Porto;41.233;-8.667;0;0
PUERTO;RICO Aguadilla;18.5;-67.133;-4;0
PUERTO;RICO Roosevelt Roa;18.25;-65.633;-4;0
QATAR;Madinet Al-Shamal;26.117;51.217;3;10
QATAR;Ras Laffan;25.91;51.569;6;40
QATAR;Al-Khor;25.68;51.479;3;20
QATAR;Doha;25.284;51.407;3;10
QATAR;Dukhan;25.427;50.778;3;10
QATAR;Mseaeed;24.989;51.537;3;10
QATAR;Shahaniyya;25.414;51.182;3;50
QATAR;Wakra;25.165;51.591;3;10
ROMANIA;Arad;46.183;21.267;2;0
ROMANIA;Bucharest;44.533;26.100;2;0
ROMANIA;Constanta;44.35;28.483;-5;0
ROMANIA;Sibiu;45.783;24.083;2;0
ROMANIA;Timisoara;45.817;21.333;2;0
ROMANIA;Tulcea;45.167;28.800;2;0
RUSSIA;Astrakhan;48.05;46.350;3;0
RUSSIA;Ekaternburgh;56.838;60.538;5;260
RUSSIA;Moscow;55.756;37.618;3;150
RUSSIA;Tsumada;42.482;46.053;3;1177
RUSSIA;Vladivostok;43.123;131.899;10;173
RWANDA;Kigali;-1.967;30.133;2;0
SAUDI ARABIA;Abha;18.215;42.493;3;2250
SAUDI ARABIA;Abu Arish;16.967;42.825;3;70
SAUDI ARABIA;Alras;25.868;43.490;3;700
SAUDI ARABIA;Arar;30.986;41.020;3;540
SAUDI ARABIA;Baha;20.006;41.452;3;2180
SAUDI ARABIA;Baish;17.373;42.530;3;80
SAUDI ARABIA;Barzayn;18.203;42.804;3;2080
SAUDI ARABIA;Bisha;20;42.598;3;1170
SAUDI ARABIA;Bukayriyah;26.141;43.651;3;670
SAUDI ARABIA;Buqayq;25.934;49.654;3;100
SAUDI ARABIA;Buraydah;26.338;43.957;3;610
SAUDI ARABIA;Dammam;26.429;50.065;3;10
SAUDI ARABIA;Dawadimi;24.501;44.372;3;990
SAUDI ARABIA;Dhahran;26.288;50.112;3;50
SAUDI ARABIA;Fegrah;24.329;38.936;3;1904
SAUDI ARABIA;Hafar Al-Batin;28.434;45.962;3;320
SAUDI ARABIA;Hail;27.524;41.675;3;1020
SAUDI ARABIA;Halet Ammar;29.161;36.074;3;720
SAUDI ARABIA;Hanidh;26.578;48.631;3;120
SAUDI ARABIA;Hawtit Sudear;25.598;45.614;3;730
SAUDI ARABIA;Hofuf;25.381;49.572;3;160
SAUDI ARABIA;Jeddah;21.552;39.114;3;30
SAUDI ARABIA;Jizan;16.891;42.542;3;20
SAUDI ARABIA;Jouf;29.79;40.100;3;680
SAUDI ARABIA;Jubail;26.998;49.650;3;20
SAUDI ARABIA;Khamasin;20.466;44.798;3;690
SAUDI ARABIA;Khamis Mushait;18.313;42.698;3;2020
SAUDI ARABIA;Khobar;26.284;50.195;3;30
SAUDI ARABIA;Madinah;24.468;39.611;3;609
SAUDI ARABIA;Majmaah;25.908;45.351;3;720
SAUDI ARABIA;Makkah;21.423;39.825;3;304
SAUDI ARABIA;Musayjid;24.086;39.093;3;460
SAUDI ARABIA;Najran;17.539;44.213;3;1300
SAUDI ARABIA;Qaisumah;28.309;46.119;3;370
SAUDI ARABIA;Qaryat Al-Ulia;27.561;47.698;3;180
SAUDI ARABIA;Qassim;26.349;43.768;3;670
SAUDI ARABIA;Qatif;26.559;49.996;3;20
SAUDI ARABIA;Qrayyat;31.334;37.332;3;500
SAUDI ARABIA;Rabigh;22.799;39.030;3;10
SAUDI ARABIA;Rafha;29.634;43.506;3;450
SAUDI ARABIA;Ranyah;21.256;42.844;3;930
SAUDI ARABIA;Ras Tunnurah;26.706;50.056;3;20
SAUDI ARABIA;Riyadh;24.708;46.689;3;610
SAUDI ARABIA;Sakakah;29.963;40.194;3;570
SAUDI ARABIA;Shaqra;25.237;45.246;3;730
SAUDI ARABIA;Sharurah;17.497;47.103;3;730
SAUDI ARABIA;Tabuk;28.406;36.542;3;770
SAUDI ARABIA;Taif;21.268;40.402;3;1700
SAUDI ARABIA;Tayma;27.619;38.522;3;840
SAUDI ARABIA;Turaif;31.676;38.648;3;840
SAUDI ARABIA;Umlaj;25.037;37.254;3;20
SAUDI ARABIA;Unayzah;26.096;43.985;3;660
SAUDI ARABIA;Wajh;26.247;36.447;3;30
SAUDI ARABIA;Yanbo;24.088;38.046;3;20
SENEGAL;Dakar;14.75;-17.334;0;10
SIERRA LEONE;Freetown;8.484;-13.229;0;50
SINGAPORE;Singapore;1.35;103.983;8;0
SLOVAKIA;Bratislava;48.167;17.217;1;0
SLOVAKIA;Prague;50.1;14.267;1;0
SOLOMON ISLAND;Honiara;-9.433;160.050;11;0
SOMALIA;Hargeisa;9.517;44.100;3;0
SOMALIA;Mogadishu;2.05;45.330;3;57
SOUTH AFRICA;Bloemfontein;-29.1;26.300;2;0
SOUTH AFRICA;Capetown;-33.967;18.600;2;0
SOUTH AFRICA;Durban;-29.967;30.950;2;0
SOUTH AFRICA;George;-33.967;22.417;2;0
SOUTH AFRICA;Johannesburg;-26.133;28.250;2;0
SOUTH AFRICA;Kimberley;-28.8;24.767;2;0
SOUTH AFRICA;Pietersburg;-23.85;29.450;2;0
SOUTH AFRICA;Pretoria;-25.74;28.188;2;1313
SOUTH AFRICA;Upington;-28.4;21.250;2;0
SOUTH AFRICA;Welkom;-28;26.667;2;0
SOUTH KOREA;Cheju;33.5;126.500;9;0
SOUTH KOREA;Kusan;35.9;126.617;9;0
SOUTH KOREA;Kwangju;35.117;126.817;9;0
SOUTH KOREA;Osan;37.083;127.033;9;0
SOUTH KOREA;Pusan;35.167;129.133;9;0
SOUTH KOREA;Seoul;37.55;126.800;9;0
SOUTH KOREA;Taegu;35.883;128.667;9;0
SPAIN;Gran Canaria;27.933;-15.383;1;0
SPAIN;Jerez Frontera;36.75;-6.067;1;0
SPAIN;Palma Mallorca;39.55;2.733;1;0
SPAIN;Alicante;38.283;-0.567;1;0
SPAIN;Almeria;36.85;-2.367;1;0
SPAIN;Asturias;43.433;-5.833;1;0
SPAIN;Badajoz;38.9;-6.817;1;0
SPAIN;Barcelona;41.3;2.100;1;0
SPAIN;Bilbao;43.3;-2.917;1;0
SPAIN;Fuerteventura;28.45;-13.867;1;0
SPAIN;Gerona;41.917;2.767;1;0
SPAIN;Granada;37.183;-3.783;1;14
SPAIN;Ibiza;38.867;1.367;1;0
SPAIN;Ishbilia;37.387;-5.998;1;0
SPAIN;Lanzarote;28.95;-13.600;1;0
SPAIN;Madrid;40.483;-3.450;1;0
SPAIN;Mahon;39.867;4.217;1;0
SPAIN;Malaga;36.667;-4.500;1;0
SPAIN;Moron;37.183;-5.617;1;0
SPAIN;Murcia;37.767;-0.817;1;0
SPAIN;Pamplona;42.767;-1.650;1;0
SPAIN;Reus;41.15;1.167;1;0
SPAIN;Santander;43.433;-3.833;1;0
SPAIN;Seville;37.417;-5.900;1;0
SPAIN;Tenerife;28.267;-16.450;1;0
SPAIN;Valencia;39.483;-0.483;1;0
SPAIN;Valladolid;41.7;-4.850;1;0
SPAIN;Vigo;42.233;-8.633;1;0
SPAIN;Vitoria;42.883;-2.717;1;0
SPAIN;Zaragoza;41.667;-1.033;1;0
SRI LANKA;Colombo;7.183;79.883;5;0
SRI LANKA;Jaffna;9.8;80.083;5;0
SUDAN;El Obeid;13.167;30.233;3;0
SUDAN;Juba;19.583;37.217;3;0
SUDAN;Kartoum;4.867;31.600;3;385
SUDAN;Port Sudan;15.588;32.534;3;0
SURINAME;Paramaribo;5.818;-55.216;-3;10
SWEDEN;Boras;57.721;12.940;1;150
SWEDEN;Eskilstuna;59.367;16.466;1;50
SWEDEN;Gavle;60.675;17.142;1;50
SWEDEN;Gothenburg;57.697;11.986;1;50
SWEDEN;Halmstad;56.674;12.858;1;50
SWEDEN;Helsingborg;56.047;12.695;1;50
SWEDEN;Jonkoping;57.782;14.159;1;100
SWEDEN;Karlstad;59.378;13.504;1;75
SWEDEN;Linkoping;58.416;15.625;1;50
SWEDEN;Malmo;55.603;13.001;1;50
SWEDEN;Norrkoping;58.594;16.183;1;50
SWEDEN;Orebro;59.274;15.208;1;50
SWEDEN;Sodertalje;59.196;17.628;1;50
SWEDEN;Stockholm;59.333;18.064;1;50
SWEDEN;Taby;59.444;18.069;1;50
SWEDEN;Umea;63.829;20.258;1;50
SWEDEN;Uppsala;59.858;17.645;1;50
SWEDEN;Vasteras;59.611;16.543;1;50
SWEDEN;Vaxjo;56.877;14.808;1;200
SWITZERLAND;Basle;47.583;7.533;1;0
SWITZERLAND;Geneva;46.233;6.117;1;0
SWITZERLAND;Lugano;46;8.917;1;0
SWITZERLAND;Zurich;47.467;8.550;1;0
SYRIA;Deir Ezzor;35.283;40.183;2;0
SYRIA;Ar Raqqa;35.962;38.976;2;248
SYRIA;Aleppo;36.183;37.233;2;691
SYRIA;Damascus;33.5;36.300;2;0
SYRIA;Kameshli;37.033;41.200;2;0
SYRIA;Latheqeyah;35.528;35.766;2;0
TAIWAN;Chiayi;23.467;120.383;8;0
TAIWAN;Hualien;24.017;121.617;8;0
TAIWAN;Kaohsiung;22.567;120.350;8;0
TAIWAN;Makung;23.567;119.617;8;0
TAIWAN;Tainan;22.95;120.200;8;0
TAIWAN;Taipei;25.067;121.550;8;0
TAIWAN;Taitung;22.8;121.183;8;0
TAJIKISTAN;Dushanbe;38.537;68.780;5;800
TANZANIA;Dar Es Salaam;-6.823;39.270;3;30
TANZANIA;Dodoma;-6.167;35.750;3;0
TANZANIA;Kilimanjaro;-3.433;37.067;3;0
TANZANIA;Mtwara;-10.333;40.200;3;0
TANZANIA;Mwanza;-2.45;32.933;3;0
TANZANIA;Zanzibar;-6.217;39.217;3;0
THAILAND;Chiang Mai;18.767;98.967;7;0
THAILAND;Udon Thani;17.383;102.800;7;0
THAILAND;Hat Yai;6.933;100.400;7;0
THAILAND;Bangkok;13.917;100.617;7;0
THAILAND;Phitsanulok;16.783;100.283;7;0
THAILAND;Phuket;8.117;98.317;7;0
THAILAND;Takhli;15.283;100.300;7;0
THAILAND;Utapao;12.683;101.017;7;0
TOGO;Lome;6.138;1.213;0;10
TUNISIA;Bizerte;35.036;9.474;1;50
TUNISIA;Gabes;33.874;10.861;1;20
TUNISIA;Gafsa;37.279;9.863;1;310
TUNISIA;Hammamet;33.867;10.096;1;20
TUNISIA;Hawmet Assuq;34.431;8.780;1;10
TUNISIA;Jarjis;36.401;10.616;1;20
TUNISIA;Kasserine;33.503;11.089;1;700
TUNISIA;Mahdiya;35.165;8.831;1;10
TUNISIA;Monastir;35.505;11.047;1;30
TUNISIA;Napuel;35.771;10.814;1;20
TUNISIA;Qayrawan;36.454;10.734;1;70
TUNISIA;Sfax;35.677;10.093;1;30
TUNISIA;Sidi Bouzid;34.768;10.737;1;340
TUNISIA;Sousse;35.826;10.612;1;50
TUNISIA;Tabarqa;36.951;8.752;1;70
TUNISIA;Tozeur;33.924;8.130;1;50
TUNISIA;Tunis;36.818;10.167;1;25
TURKEY;Adana;36.983;35.283;2;0
TURKEY;Ankara;39.921;32.854;2;900
TURKEY;Antalya;36.9;30.783;2;0
TURKEY;Balikesir;39.617;27.933;2;0
TURKEY;Dalaman;36.717;28.800;2;0
TURKEY;Diyarbakir;37.9;40.200;2;0
TURKEY;Erzurum;39.95;41.167;2;0
TURKEY;Gaziantep;36.95;37.483;2;0
TURKEY;Istanbul;40.983;28.817;2;0
TURKEY;Izmir;38.283;27.167;2;0
TURKEY;Kayseri;38.7;35.517;2;0
TURKEY;Konya;37.983;32.567;2;0
TURKEY;Malatya;38.35;38.250;2;0
TURKEY;Sivas;39.817;36.900;2;0
TURKEY;Van;38.467;43.333;2;0
TURKMENISTAN;Ashgabat;37.95;58.381;5;250
UAE (AD);Abu Dhabi;24.459;54.301;4;230
UAE (AD);Ain;24.203;55.568;4;287
UAE (AD);Al Sala;24.021;51.762;4;120
UAE (AD);Arzena;24.793;52.560;4;111
UAE (AD);Asab;23.303;54.219;4;206
UAE (AD);Bida Mutawaah;23.784;52.566;4;138
UAE (AD);Bu Hasa;23.533;53.300;4;196
UAE (AD);Dabaeyeh;24.293;54.092;4;77
UAE (AD);Das;25.159;52.872;4;94
UAE (AD);Dilma;24.518;52.309;4;147
UAE (AD);Gafay;24.584;51.723;4;81
UAE (AD);Ghagha;24.414;51.541;4;82
UAE (AD);Ghiyathi;23.836;52.808;4;147
UAE (AD);Ghweafat;24.126;51.616;4;124
UAE (AD);Gooa;23.469;55.304;4;191
UAE (AD);Hafit;24.059;55.778;4;1023
UAE (AD);Hamim;22.967;54.300;4;212
UAE (AD);Hear;24.585;55.739;4;378
UAE (AD);Jabal Dhannah;24.166;52.603;4;159
UAE (AD);Khatam;24.199;54.966;4;165
UAE (AD);Madinat Zayed;23.645;53.621;4;191
UAE (AD);Mafraq;24.288;54.553;4;81
UAE (AD);Marfa;24.092;53.493;4;121
UAE (AD);Mizyad;24.075;55.820;4;393
UAE (AD);Mkhearez;22.937;52.881;4;196
UAE (AD);Musaffah;24.367;54.472;4;0
UAE (AD);Mzearaah;23.132;53.768;4;245
UAE (AD);Ruweas;24.082;52.655;4;117
UAE (AD);Shahamah;24.62;54.619;4;76
UAE (AD);Shweab;24.734;55.778;4;363
UAE (AD);Sir Bani Yas;24.324;52.597;4;200
UAE (AD);Sweahan;24.463;55.341;4;236
UAE (AD);Taref;24.054;53.766;4;91
UAE (AD);Umm Hisn;23.006;53.427;4;193
UAE (AD);Umm Zmool;22.717;55.137;4;186
UAE (AD);Wegen;23.643;55.460;4;229
UAE (AD);Yahar;24.206;55.275;4;233
UAE (AD);Zirkowa;24.886;53.069;4;207
UAE (AJM);Ajman;25.393;55.428;4;77
UAE (AJM);Masfut;24.81;56.109;4;461
UAE (DUB);Dubai;25.26;55.271;4;78
UAE (DUB);Hatta;24.798;56.116;4;430
UAE (DUB);Jabal Ali;25.016;55.050;4;81
UAE (FUJ);Agga;25.501;56.356;4;150
UAE (FUJ);Bidya;25.432;56.341;4;150
UAE (FUJ);Bithna;25.191;56.232;4;241
UAE (FUJ);Diba;25.603;56.300;4;150
UAE (FUJ);Fujearah;25.141;56.314;4;150
UAE (FUJ);Habhab;25.596;56.001;4;92
UAE (FUJ);Masafi;25.3;56.166;4;502
UAE (FUJ);Qidfa;25.283;56.348;4;150
UAE (FUJ);Siji;25.248;56.078;4;328
UAE (FUJ);Tweyyeen;25.514;56.070;4;247
UAE (RAK);Athen;25.453;56.003;4;217
UAE (RAK);Hwealat;24.876;56.173;4;299
UAE (RAK);Masafi;25.305;56.168;4;540
UAE (RAK);Mneay;24.948;56.146;4;332
UAE (RAK);Rasel Kheamah;25.811;55.951;4;150
UAE (RAK);Shaam;26.024;56.087;4;160
UAE (RAK);Shoakah;25.098;56.027;4;329
UAE (RAK);Tonb Alkubra;26.271;55.300;4;106
UAE (SHJ);Abu Musa;25.884;55.033;4;113
UAE (SHJ);Dhead;25.282;55.890;4;196
UAE (SHJ);Diba;25.617;56.267;4;92
UAE (SHJ);Kalba;25.073;56.358;4;99
UAE (SHJ);Khour Fakkan;25.341;56.342;4;107
UAE (SHJ);Sharjah;25.333;55.363;4;78
UAE (SHJ);Sir Bo Nair;25.234;54.218;4;126
UAE (UMQ);Ummel Quwean;25.556;55.543;4;79
UGANDA;Entebbe;0.05;32.433;3;0
UK;Birmingham;52.483;-1.894;0;200
UK;Bradford;53.794;-1.753;0;150
UK;Bristol;51.455;-2.592;0;100
UK;Coventry;52.406;-1.513;0;100
UK;Derby;52.922;-1.476;0;100
UK;Hull;53.744;-0.333;0;50
UK;Leeds;53.8;-1.549;0;50
UK;Leicester;52.635;-1.130;0;100
UK;Liverpool;53.411;-2.978;0;50
UK;London;51.5;-0.126;0;50
UK;Manchester;53.481;-2.234;0;100
UK;Nottingham;52.955;-1.149;0;50
UK;Plymouth;50.371;-4.143;0;150
UK;Sheffield;53.383;-1.465;0;200
UK;Stoke-on-Trent;53.027;-2.177;0;150
UK;Wolverhampton;52.586;-2.129;0;150
UKRAINE;Kryvyi Rih;47.908;33.394;2;150
UKRAINE;Cherkasy;49.434;32.072;2;150
UKRAINE;Chernigov;51.499;31.280;2;100
UKRAINE;Dnipropetrovsk;48.423;35.138;2;200
UKRAINE;Donetsk;47.988;37.762;2;150
UKRAINE;Kharkov;49.99;36.208;2;50
UKRAINE;Kherson;46.653;32.629;2;200
UKRAINE;Kiev;50.441;30.527;2;100
UKRAINE;Luhansk;48.579;39.299;2;100
UKRAINE;Lviv;49.837;24.034;2;300
UKRAINE;Makiivka;48.053;37.951;2;250
UKRAINE;Mariupol;47.111;37.596;2;50
UKRAINE;Mykolaiv;46.951;31.988;2;50
UKRAINE;Odesa;46.466;30.701;2;100
UKRAINE;Poltava;49.593;34.551;2;200
UKRAINE;Sevastopol;44.605;33.541;2;50
UKRAINE;Simferopol;44.962;34.107;2;250
UKRAINE;Sumy;50.911;34.806;2;150
UKRAINE;Vinnytsia;49.233;28.474;2;300
UKRAINE;Zaporizhzhya;47.852;35.155;2;100
URUGUAY;Montevideo;-34.833;-56.033;-3;0
